"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Nos1ap"	2.50893192832928e-44	0.633724145128987	0.655	0.303	6.37343977753486e-40	"E5Parm1"	"Nos1ap"
"Nfib"	1.4770428322011e-43	0.620814707680602	0.609	0.262	3.75213190664046e-39	"E5Parm1"	"Nfib"
"Sox5"	1.68429049723164e-42	0.64780325233633	0.632	0.289	4.27860315011753e-38	"E5Parm1"	"Sox5"
"Rhbdl3"	2.04347994752578e-42	0.379587139047777	0.119	0.016	5.19105211069975e-38	"E5Parm1"	"Rhbdl3"
"Pip5kl1"	1.1352041400029e-41	0.5550450061115	0.18	0.035	2.88375907684937e-37	"E5Parm1"	"Pip5kl1"
"Haghl"	4.21020634127449e-41	0.657525689287167	0.58	0.256	1.06951871687396e-36	"E5Parm1"	"Haghl"
"Serpine2"	7.99118814890836e-41	0.437394355122666	0.18	0.035	2.03000152546719e-36	"E5Parm1"	"Serpine2"
"Ldb2"	3.52185189618796e-40	0.640922517828947	0.539	0.227	8.94656037188627e-36	"E5Parm1"	"Ldb2"
"Esrrg"	6.39066191085933e-40	0.614274708989913	0.435	0.156	1.6234198452156e-35	"E5Parm1"	"Esrrg"
"Tenm3"	8.45374749645357e-40	0.878584303538011	0.539	0.244	2.1475054765241e-35	"E5Parm1"	"Tenm3"
"Magi2"	1.34767827883742e-39	0.437930404789418	0.971	0.865	3.42350713173069e-35	"E5Parm1"	"Magi2"
"Gm28928"	4.59327539899379e-39	0.456793465405187	0.962	0.747	1.16682974960639e-34	"E5Parm1"	"Gm28928"
"Crym"	7.09108533132879e-39	0.553406454219293	0.171	0.034	1.80134840671745e-34	"E5Parm1"	"Crym"
"Ncam21"	1.75917842844694e-38	0.527477791457194	0.867	0.531	4.46884096178376e-34	"E5Parm1"	"Ncam2"
"Ralgapa2"	1.69501940505174e-37	0.604522418286096	0.559	0.246	4.30585779465293e-33	"E5Parm1"	"Ralgapa2"
"Unc5c"	1.27226251812354e-35	0.567061652315458	0.672	0.353	3.23192847478923e-31	"E5Parm1"	"Unc5c"
"Ano4"	1.52352352415029e-35	0.456918797755744	0.409	0.146	3.87020680839899e-31	"E5Parm1"	"Ano4"
"5031439G07Rik"	1.07030606903111e-33	0.608247441575014	0.38	0.139	2.71889850715972e-29	"E5Parm1"	"5031439G07Rik"
"Cdh8"	1.95628564914412e-33	0.548656204426111	0.58	0.271	4.96955243452081e-29	"E5Parm1"	"Cdh8"
"Etv1"	2.08604162723317e-33	0.453843540748005	0.186	0.043	5.29917154566042e-29	"E5Parm1"	"Etv1"
"Snhg11"	3.07881631702084e-32	0.283991398852372	0.997	0.956	7.82111709012805e-28	"E5Parm1"	"Snhg11"
"Nebl"	4.61961426166237e-32	0.531236216136753	0.548	0.253	1.17352061089009e-27	"E5Parm1"	"Nebl"
"Peg3"	1.37114352214575e-31	0.477230476481976	0.664	0.333	3.48311588930685e-27	"E5Parm1"	"Peg3"
"Pde4d"	1.95341889725674e-31	0.43942384054691	0.916	0.686	4.9622700247013e-27	"E5Parm1"	"Pde4d"
"Sept4"	2.40208619205412e-31	0.399568741422836	0.461	0.187	6.10201955367509e-27	"E5Parm1"	"Sept4"
"Fam20a"	5.93537222986371e-31	0.301397710199882	0.139	0.027	1.50776260755228e-26	"E5Parm1"	"Fam20a"
"Nkain3"	7.71626890029048e-31	0.528345568643402	0.261	0.081	1.96016378874079e-26	"E5Parm1"	"Nkain3"
"Nkain2"	9.97703931480515e-31	0.374535830850069	0.942	0.788	2.53446729713995e-26	"E5Parm1"	"Nkain2"
"Gas6"	1.49891589761469e-30	0.498171259383843	0.258	0.079	3.8076960547106e-26	"E5Parm1"	"Gas6"
"Iqgap2"	2.06805403637183e-30	0.549366772266619	0.458	0.193	5.25347766859535e-26	"E5Parm1"	"Iqgap2"
"Grid2"	2.06830776390641e-30	0.517462842790037	0.777	0.493	5.25412221265146e-26	"E5Parm1"	"Grid2"
"Slc6a7"	5.28754461065042e-30	0.481714065295797	0.301	0.102	1.34319495744353e-25	"E5Parm1"	"Slc6a7"
"Klhl32"	2.11915029407847e-29	0.395384171608249	0.304	0.102	5.38327749204754e-25	"E5Parm1"	"Klhl32"
"Efr3a"	4.84784779380446e-29	0.515702718403903	0.426	0.178	1.23149877506015e-24	"E5Parm1"	"Efr3a"
"Sdk2"	5.2478580794766e-29	0.40658820331744	0.333	0.119	1.33311338792944e-24	"E5Parm1"	"Sdk2"
"Far2"	1.37504370217988e-28	0.438485692026726	0.255	0.08	3.49302351664755e-24	"E5Parm1"	"Far2"
"Sgpp2"	3.23852279408376e-28	0.396477273569381	0.177	0.045	8.22681945381098e-24	"E5Parm1"	"Sgpp2"
"Prkcg"	3.97140924462488e-28	0.444313233910617	0.359	0.137	1.00885709041206e-23	"E5Parm1"	"Prkcg"
"Pls1"	8.20098233034999e-28	0.335900321177591	0.145	0.032	2.08329554137881e-23	"E5Parm1"	"Pls1"
"Kirrel3"	1.57658384403714e-27	0.499177034063019	0.699	0.383	4.00499593900756e-23	"E5Parm1"	"Kirrel3"
"Anks1b"	1.87389251489748e-27	0.367926610755851	0.959	0.793	4.76024915559407e-23	"E5Parm1"	"Anks1b"
"Miat"	9.05994645602637e-27	0.460470075454792	0.809	0.507	2.30149819822438e-22	"E5Parm1"	"Miat"
"Cdh20"	1.19959440804948e-26	0.427444189816157	0.336	0.128	3.04732967476809e-22	"E5Parm1"	"Cdh20"
"Fam155a"	6.69474575278988e-26	0.34010030249263	0.968	0.813	1.70066626358121e-21	"E5Parm1"	"Fam155a"
"4933439C10Rik"	7.91061639497172e-26	0.44674894811144	0.484	0.222	2.00953388281467e-21	"E5Parm1"	"4933439C10Rik"
"Grm8"	8.03429890853492e-26	0.463388415836001	0.557	0.283	2.04095295173513e-21	"E5Parm1"	"Grm8"
"Etv5"	8.83418749588377e-26	0.378245505710774	0.197	0.057	2.24414864957935e-21	"E5Parm1"	"Etv5"
"Khdrbs2"	9.42713739400045e-26	0.471194711160864	0.71	0.431	2.39477571219793e-21	"E5Parm1"	"Khdrbs2"
"Galnt13"	1.47764484652911e-25	0.499281328599064	0.49	0.238	3.7536612036379e-21	"E5Parm1"	"Galnt13"
"Galnt14"	2.02411664816234e-25	0.437921184715491	0.255	0.086	5.1418635213268e-21	"E5Parm1"	"Galnt14"
"Gap43"	2.06189308674405e-25	0.438556308672567	0.243	0.08	5.23782700825592e-21	"E5Parm1"	"Gap43"
"L3mbtl4"	2.15012209642338e-25	0.410094825985929	0.151	0.037	5.46195516154432e-21	"E5Parm1"	"L3mbtl4"
"Sorl1"	2.29864010861519e-25	0.515127582225898	0.443	0.205	5.83923546791517e-21	"E5Parm1"	"Sorl1"
"Nrip3"	2.71116449907048e-25	0.415745095472154	0.151	0.037	6.88717117698873e-21	"E5Parm1"	"Nrip3"
"Atp2b1"	3.36894415554541e-25	0.359670384233721	0.881	0.636	8.558128838332e-21	"E5Parm1"	"Atp2b1"
"Sorcs2"	6.87671620009085e-25	0.394985907994402	0.241	0.079	1.74689221630908e-20	"E5Parm1"	"Sorcs2"
"Tmem91"	1.3711528261195e-24	0.485034842304921	0.177	0.049	3.48313952419137e-20	"E5Parm1"	"Tmem91"
"Rap1gap"	2.972741778775e-24	0.405043719158876	0.374	0.157	7.55165594062212e-20	"E5Parm1"	"Rap1gap"
"Slit2"	5.49590552390805e-24	0.432310368372324	0.374	0.158	1.39612488023836e-19	"E5Parm1"	"Slit2"
"Rbms11"	6.22814466509883e-24	0.419502266358206	0.339	0.134	1.58213558927506e-19	"E5Parm1"	"Rbms1"
"Sez6"	1.06952265475544e-23	0.398795432174297	0.258	0.09	2.71690839987525e-19	"E5Parm1"	"Sez6"
"Gprin3"	1.38759492114612e-23	0.428807031395536	0.188	0.056	3.52490737818748e-19	"E5Parm1"	"Gprin3"
"Sema6d"	1.74605001151104e-23	0.333546476606223	0.548	0.272	4.43549084424149e-19	"E5Parm1"	"Sema6d"
"Cds1"	1.93711289548587e-23	0.468896265246897	0.29	0.112	4.92084788840275e-19	"E5Parm1"	"Cds1"
"Tanc1"	2.39632661293724e-23	0.307366181361032	0.142	0.035	6.08738849484446e-19	"E5Parm1"	"Tanc1"
"Pde1a"	3.67576319468037e-23	0.390395543000362	0.757	0.49	9.33754124344656e-19	"E5Parm1"	"Pde1a"
"Gria3"	3.96322903288249e-23	0.367318957193731	0.901	0.665	1.00677907122314e-18	"E5Parm1"	"Gria3"
"Slc8a1"	8.3990342126375e-23	0.428702921132879	0.809	0.578	2.13360666103631e-18	"E5Parm1"	"Slc8a1"
"Mpdz"	9.74060675491369e-23	0.46322634627812	0.325	0.131	2.47440633395072e-18	"E5Parm1"	"Mpdz"
"Prkcb"	2.66980886895238e-22	0.412191230851204	0.728	0.463	6.78211546979973e-18	"E5Parm1"	"Prkcb"
"Nr3c2"	5.21205566721578e-22	0.409746738639299	0.333	0.137	1.32401850114282e-17	"E5Parm1"	"Nr3c2"
"Caln1"	5.65122621719689e-22	0.429907545683007	0.4	0.18	1.43558099595453e-17	"E5Parm1"	"Caln1"
"Slc1a1"	1.68356680877224e-21	0.343574992285998	0.293	0.113	4.27676476432413e-17	"E5Parm1"	"Slc1a1"
"Slc20a1"	1.78962122070503e-21	0.401842851636904	0.458	0.22	4.54617478695698e-17	"E5Parm1"	"Slc20a1"
"Fam135b"	2.12215908396665e-21	0.398361380214906	0.545	0.289	5.39092072100049e-17	"E5Parm1"	"Fam135b"
"Rapgef5"	2.63487645166557e-21	0.383137922300009	0.562	0.303	6.69337665016606e-17	"E5Parm1"	"Rapgef5"
"Kctd8"	4.07110976954228e-21	0.499789926696325	0.209	0.071	1.03418401475683e-16	"E5Parm1"	"Kctd8"
"Ckmt1"	4.69492980716775e-21	0.371907302431376	0.191	0.061	1.19265301891482e-16	"E5Parm1"	"Ckmt1"
"Rab36"	6.37494761956023e-21	0.31033946302689	0.209	0.07	1.61942794379689e-16	"E5Parm1"	"Rab36"
"Dtnbp1"	1.05476787283668e-20	0.406842262991576	0.217	0.076	2.67942682736701e-16	"E5Parm1"	"Dtnbp1"
"Pde4a"	1.29658731186577e-20	0.422458232698509	0.348	0.154	3.29372074833261e-16	"E5Parm1"	"Pde4a"
"Traip"	1.53756115424695e-20	0.4306462752062	0.212	0.073	3.90586660013353e-16	"E5Parm1"	"Traip"
"Zfp804b"	2.20613769352012e-20	0.362414221068032	0.391	0.18	5.60425158284916e-16	"E5Parm1"	"Zfp804b"
"Cdh22"	2.51252286858042e-20	0.392631263797947	0.145	0.04	6.38256184305484e-16	"E5Parm1"	"Cdh22"
"Adgra1"	2.7800412619589e-20	0.362864432469992	0.212	0.073	7.06213881775419e-16	"E5Parm1"	"Adgra1"
"Pdzd2"	3.22769221607819e-20	0.441907880893097	0.345	0.152	8.19930653650342e-16	"E5Parm1"	"Pdzd2"
"4930419G24Rik"	3.6081334415564e-20	0.325647555441786	0.165	0.049	9.16574138158572e-16	"E5Parm1"	"4930419G24Rik"
"Lpp"	3.94236913773861e-20	0.324539774031939	0.2	0.067	1.00148003205974e-15	"E5Parm1"	"Lpp"
"Galnt16"	4.23802151474458e-20	0.394548364152136	0.206	0.07	1.07658460539057e-15	"E5Parm1"	"Galnt16"
"Osbpl8"	5.54266725968593e-20	0.365363410393701	0.403	0.19	1.40800376397802e-15	"E5Parm1"	"Osbpl8"
"Adss"	1.09934535644285e-19	0.409110144040515	0.33	0.144	2.79266700897176e-15	"E5Parm1"	"Adss"
"Pcnxl2"	1.55074070739127e-19	0.389655781149973	0.368	0.169	3.93934661898605e-15	"E5Parm1"	"Pcnxl2"
"Ppm1e"	2.26331236368881e-19	0.361638693398167	0.571	0.311	5.7494923974787e-15	"E5Parm1"	"Ppm1e"
"Cplx1"	2.74426246592934e-19	0.381266832450106	0.183	0.06	6.97124994220031e-15	"E5Parm1"	"Cplx1"
"Sec14l1"	7.29415723559203e-19	0.336141249035486	0.226	0.084	1.85293476255744e-14	"E5Parm1"	"Sec14l1"
"Nlgn1"	9.53029891631868e-19	0.255841793679988	0.971	0.876	2.42098183371244e-14	"E5Parm1"	"Nlgn1"
"Fras1"	1.03605999066858e-18	0.332374118906787	0.374	0.172	2.63190319429539e-14	"E5Parm1"	"Fras1"
"Pde9a"	1.24896538960213e-18	0.279116518428264	0.142	0.041	3.1727467792063e-14	"E5Parm1"	"Pde9a"
"Focad"	1.37046867857715e-18	0.431952287712165	0.374	0.181	3.48140158418953e-14	"E5Parm1"	"Focad"
"Slit3"	1.49677376316367e-18	0.387438026564543	0.693	0.422	3.80225439056468e-14	"E5Parm1"	"Slit3"
"Prss12"	1.88839553768031e-18	0.262860217907494	0.11	0.027	4.79709118436928e-14	"E5Parm1"	"Prss12"
"Gm20754"	2.46849776298482e-18	0.353164669427334	0.475	0.248	6.27072486731034e-14	"E5Parm1"	"Gm20754"
"Pak3"	3.38657589292039e-18	0.337156998084072	0.565	0.316	8.60291874078566e-14	"E5Parm1"	"Pak3"
"Stxbp2"	5.11071622408642e-18	0.340648873102159	0.272	0.112	1.29827524240467e-13	"E5Parm1"	"Stxbp2"
"Osbpl6"	6.11176286907146e-18	0.379232910054922	0.571	0.329	1.55257112163022e-13	"E5Parm1"	"Osbpl6"
"Sorbs1"	6.56056409507298e-18	0.341257077261674	0.403	0.195	1.66658009707139e-13	"E5Parm1"	"Sorbs1"
"Klhl5"	1.15447140261451e-17	0.318033845073944	0.162	0.052	2.93270370406163e-13	"E5Parm1"	"Klhl5"
"Crim1"	1.47831175613594e-17	0.308018066284418	0.174	0.058	3.75535535411214e-13	"E5Parm1"	"Crim1"
"Gpi1"	1.57805111641055e-17	0.345754709704481	0.432	0.219	4.00872325101773e-13	"E5Parm1"	"Gpi1"
"Cntnap2"	3.24050032818963e-17	0.259072402419124	0.904	0.718	8.23184298370011e-13	"E5Parm1"	"Cntnap2"
"Cyc1"	4.90031580841162e-17	0.31692026289672	0.278	0.118	1.2448272248108e-12	"E5Parm1"	"Cyc1"
"Cdh13"	5.79040531047508e-17	0.368984320260517	0.383	0.192	1.47093666101998e-12	"E5Parm1"	"Cdh13"
"Epha6"	5.80435129752494e-17	0.36022883785627	0.643	0.403	1.47447936011026e-12	"E5Parm1"	"Epha6"
"Gm38073"	6.4541955194606e-17	0.28834372237427	0.374	0.179	1.63955928780858e-12	"E5Parm1"	"Gm38073"
"Dexi"	7.75408622550064e-17	0.265564010502003	0.177	0.061	1.96977052386393e-12	"E5Parm1"	"Dexi"
"Gabra5"	8.4088885213985e-17	0.275889511713511	0.186	0.066	2.13610995109086e-12	"E5Parm1"	"Gabra5"
"Vwa5b2"	1.02373680731625e-16	0.281223443981475	0.362	0.17	2.60059861162547e-12	"E5Parm1"	"Vwa5b2"
"Nefm"	2.4596970249641e-16	0.282143902529342	0.133	0.04	6.2483683525163e-12	"E5Parm1"	"Nefm"
"Pdgfa"	3.61692788718035e-16	0.259357548787088	0.13	0.039	9.18808191180425e-12	"E5Parm1"	"Pdgfa"
"Ptprn2"	4.54960094977156e-16	0.34239960310476	0.777	0.556	1.15573512927047e-11	"E5Parm1"	"Ptprn2"
"Peak1"	5.46234501674917e-16	0.423279350323861	0.235	0.098	1.38759950460479e-11	"E5Parm1"	"Peak1"
"Cxxc4"	5.7424435531759e-16	0.321623521621118	0.148	0.048	1.45875293581327e-11	"E5Parm1"	"Cxxc4"
"B3galt2"	6.61544592487147e-16	0.288960401218207	0.186	0.068	1.6805217282951e-11	"E5Parm1"	"B3galt2"
"Gcnt4"	6.73507168288257e-16	0.313308954367412	0.104	0.028	1.71091025960266e-11	"E5Parm1"	"Gcnt4"
"Gpc1"	9.56891176669799e-16	0.280479989663674	0.113	0.032	2.43079065609429e-11	"E5Parm1"	"Gpc1"
"Zeb1"	1.06081098367692e-15	0.2621562408629	0.406	0.209	2.69477814183449e-11	"E5Parm1"	"Zeb1"
"Dpy19l1"	1.21571895156065e-15	0.269308674303107	0.249	0.105	3.08829085264953e-11	"E5Parm1"	"Dpy19l1"
"Hs6st2"	1.57976699258901e-15	0.312050730340959	0.171	0.061	4.01308209127386e-11	"E5Parm1"	"Hs6st2"
"Epha10"	1.75134642810313e-15	0.28651445501685	0.325	0.153	4.44894533131038e-11	"E5Parm1"	"Epha10"
"Mpped1"	1.8026527772847e-15	0.272975408416008	0.354	0.171	4.57927885013633e-11	"E5Parm1"	"Mpped1"
"Atp9b"	2.16878579163921e-15	0.307184375014812	0.519	0.295	5.50936654650109e-11	"E5Parm1"	"Atp9b"
"Mfsd4"	3.33494135704165e-15	0.281033497176119	0.232	0.096	8.4717515292929e-11	"E5Parm1"	"Mfsd4"
"Sez6l"	3.59466190488909e-15	0.309453852091776	0.391	0.204	9.13151963698977e-11	"E5Parm1"	"Sez6l"
"Stac2"	3.65440421454945e-15	0.270460181941931	0.104	0.029	9.28328302621998e-11	"E5Parm1"	"Stac2"
"Epha5"	4.62415697968291e-15	0.339522843014757	0.632	0.414	1.17467459754885e-10	"E5Parm1"	"Epha5"
"Eml5"	6.45087160500359e-15	0.295836009600818	0.652	0.414	1.63871491381906e-10	"E5Parm1"	"Eml5"
"Farp1"	6.55946113047693e-15	0.32683121231281	0.412	0.221	1.66629991097505e-10	"E5Parm1"	"Farp1"
"Map2"	8.44707092741026e-15	0.316975448521302	0.742	0.519	2.14580942769003e-10	"E5Parm1"	"Map2"
"Sema3e"	1.36165672127716e-14	0.299677809938301	0.174	0.064	3.45901656906038e-10	"E5Parm1"	"Sema3e"
"Tatdn3"	1.64802791709355e-14	0.294945963616179	0.183	0.069	4.18648531779274e-10	"E5Parm1"	"Tatdn3"
"Ryr1"	2.66183515737231e-14	0.384496392935788	0.177	0.068	6.76185985027287e-10	"E5Parm1"	"Ryr1"
"Ptk2b"	2.71944915046052e-14	0.313953201624455	0.351	0.178	6.90821667691486e-10	"E5Parm1"	"Ptk2b"
"Kifc2"	4.16122695045973e-14	0.318119795391132	0.58	0.364	1.05707648222529e-09	"E5Parm1"	"Kifc2"
"Syt7"	4.84533084274889e-14	0.332006884945554	0.536	0.319	1.2308593939835e-09	"E5Parm1"	"Syt7"
"Robo2"	5.08005921163858e-14	0.340708781313266	0.73	0.505	1.29048744153255e-09	"E5Parm1"	"Robo2"
"Acsl6"	6.33028434140847e-14	0.29773856932976	0.255	0.115	1.60808213124799e-09	"E5Parm1"	"Acsl6"
"Lamp5"	6.93611768886188e-14	0.283534585555957	0.31	0.15	1.76198197650158e-09	"E5Parm1"	"Lamp5"
"1700019D03Rik"	7.25750810776944e-14	0.250220266519455	0.13	0.043	1.84362478461667e-09	"E5Parm1"	"1700019D03Rik"
"Dync1i1"	7.84243674151862e-14	0.298582581076032	0.557	0.344	1.99221420544798e-09	"E5Parm1"	"Dync1i1"
"Fsd1"	8.11910605277812e-14	0.389430086213928	0.206	0.086	2.06249651058723e-09	"E5Parm1"	"Fsd1"
"Scn1a1"	9.45083908719302e-14	0.319226139618686	0.577	0.357	2.40079665331964e-09	"E5Parm1"	"Scn1a"
"Gm10125"	1.15857977388233e-13	0.315068377497574	0.159	0.059	2.94314019959328e-09	"E5Parm1"	"Gm10125"
"Ccdc85a"	1.71597204424118e-13	0.290969298734489	0.304	0.149	4.35908378398587e-09	"E5Parm1"	"Ccdc85a"
"Alkbh2"	1.98590019488311e-13	0.286238351137932	0.104	0.031	5.04478226506156e-09	"E5Parm1"	"Alkbh2"
"Camta1"	2.3489748896522e-13	0.32110888897402	0.539	0.33	5.96710091218347e-09	"E5Parm1"	"Camta1"
"Tmem25"	2.82964314155486e-13	0.272827600256283	0.267	0.125	7.1881424724918e-09	"E5Parm1"	"Tmem25"
"4930447C04Rik"	2.86399596662086e-13	0.260966119310329	0.278	0.131	7.27540895400696e-09	"E5Parm1"	"4930447C04Rik"
"Stk38"	2.92127671270078e-13	0.254329377841824	0.325	0.162	7.42091923327379e-09	"E5Parm1"	"Stk38"
"Rell2"	3.24266430994289e-13	0.342577521446665	0.165	0.064	8.23734014654793e-09	"E5Parm1"	"Rell2"
"Tmem132b"	3.81003213834622e-13	0.281570510253759	0.458	0.26	9.67862464104091e-09	"E5Parm1"	"Tmem132b"
"Elavl4"	4.76080821279218e-13	0.318181366214645	0.304	0.152	1.2093881102956e-08	"E5Parm1"	"Elavl4"
"Chd3"	4.86210404108896e-13	0.318427113287965	0.31	0.157	1.23512028955783e-08	"E5Parm1"	"Chd3"
"Hspa12a"	4.9970840331105e-13	0.278365057715981	0.238	0.108	1.26940925693106e-08	"E5Parm1"	"Hspa12a"
"Mtf2"	5.01374963047925e-13	0.278346140248125	0.464	0.266	1.27364281863065e-08	"E5Parm1"	"Mtf2"
"Ptprs"	5.56435816107615e-13	0.278504738449791	0.655	0.438	1.41351390365818e-08	"E5Parm1"	"Ptprs"
"Coro1c"	6.09998912826895e-13	0.268938964669998	0.119	0.039	1.54958023825416e-08	"E5Parm1"	"Coro1c"
"Lgi3"	8.79536314005922e-13	0.285235100248198	0.22	0.097	2.23428609846924e-08	"E5Parm1"	"Lgi3"
"Sept8"	1.22040923933909e-12	0.268461492241879	0.377	0.202	3.10020559069308e-08	"E5Parm1"	"Sept8"
"Fam131a"	1.23696587848348e-12	0.289797406711197	0.206	0.089	3.14226442111157e-08	"E5Parm1"	"Fam131a"
"Adcy8"	1.3440321248312e-12	0.25971640769588	0.371	0.198	3.4142448067087e-08	"E5Parm1"	"Adcy8"
"Fam189a1"	1.36460228011975e-12	0.308731260093557	0.554	0.343	3.4664991721882e-08	"E5Parm1"	"Fam189a1"
"Ralyl"	1.41503623514072e-12	0.286523193510725	0.441	0.254	3.59461654812797e-08	"E5Parm1"	"Ralyl"
"Ktn1"	1.4506832160571e-12	0.256909397986353	0.562	0.346	3.68517057374985e-08	"E5Parm1"	"Ktn1"
"Ina"	1.52661903198553e-12	0.284424314434063	0.165	0.065	3.87807032695284e-08	"E5Parm1"	"Ina"
"Slc25a23"	1.73134747535435e-12	0.296650783558865	0.264	0.126	4.39814199164266e-08	"E5Parm1"	"Slc25a23"
"Klhl1"	1.79861627924842e-12	0.29084201061647	0.133	0.048	4.56902493417475e-08	"E5Parm1"	"Klhl1"
"Ssbp4"	1.95348141129368e-12	0.278953941885649	0.287	0.141	4.96242882910933e-08	"E5Parm1"	"Ssbp4"
"Disp2"	2.2146612710994e-12	0.312807134077897	0.235	0.109	5.6259040269738e-08	"E5Parm1"	"Disp2"
"Crocc"	2.61014557855979e-12	0.307286874825282	0.307	0.157	6.63055281321543e-08	"E5Parm1"	"Crocc"
"Ttc19"	2.73990914697507e-12	0.312160618381708	0.339	0.18	6.96019120606076e-08	"E5Parm1"	"Ttc19"
"Rnf112"	3.91672853217835e-12	0.263492159360651	0.713	0.493	9.94966549029266e-08	"E5Parm1"	"Rnf112"
"Gramd1b"	4.18438427193221e-12	0.297282036622845	0.464	0.277	1.06295913659894e-07	"E5Parm1"	"Gramd1b"
"Fstl5"	4.31189797854775e-12	0.252776483691806	0.154	0.059	1.09535144349049e-07	"E5Parm1"	"Fstl5"
"Adcy1"	5.57649001846334e-12	0.310743558104815	0.391	0.222	1.41659575939024e-07	"E5Parm1"	"Adcy1"
"Vgf"	5.77002069940386e-12	0.311495323436717	0.122	0.042	1.46575835826956e-07	"E5Parm1"	"Vgf"
"Cntnap1"	8.52451900500124e-12	0.257381909742713	0.162	0.065	2.16548356284047e-07	"E5Parm1"	"Cntnap1"
"Fndc4"	1.17942719979236e-11	0.321040865234961	0.264	0.131	2.99609891563253e-07	"E5Parm1"	"Fndc4"
"Letm2"	1.47316303180589e-11	0.256680890668024	0.22	0.101	3.74227604969649e-07	"E5Parm1"	"Letm2"
"Chrd"	2.21007293649441e-11	0.297141165202208	0.226	0.106	5.61424828057674e-07	"E5Parm1"	"Chrd"
"Aff3"	2.62771618236048e-11	0.303494087801664	0.504	0.32	6.67518741805032e-07	"E5Parm1"	"Aff3"
"Mirg"	2.71561467100503e-11	0.290709640484448	0.435	0.26	6.89847594875408e-07	"E5Parm1"	"Mirg"
"Zcchc16"	2.84815573414758e-11	0.252832002524032	0.371	0.206	7.23517001145511e-07	"E5Parm1"	"Zcchc16"
"Ssbp2"	2.86047536831723e-11	0.267567290130162	0.472	0.283	7.26646557813626e-07	"E5Parm1"	"Ssbp2"
"St6galnac5"	3.01069481807321e-11	0.347801781823052	0.301	0.16	7.64806804635138e-07	"E5Parm1"	"St6galnac5"
"Rbfox2"	4.31187521610628e-11	0.258018818769093	0.501	0.309	1.09534566114748e-06	"E5Parm1"	"Rbfox2"
"Camkmt"	4.49749740780487e-11	0.264165884639682	0.267	0.134	1.14249926650467e-06	"E5Parm1"	"Camkmt"
"Atp8a2"	4.64004258438597e-11	0.272148204482517	0.345	0.192	1.17871001771157e-06	"E5Parm1"	"Atp8a2"
"Lmo7"	5.42420865602668e-11	0.266964259216594	0.351	0.194	1.37791172489046e-06	"E5Parm1"	"Lmo7"
"Sv2b"	7.43633398583019e-11	0.301656192347084	0.49	0.303	1.88905192242044e-06	"E5Parm1"	"Sv2b"
"Trpc5"	9.74719102644225e-11	0.302339715652111	0.238	0.117	2.47607893644712e-06	"E5Parm1"	"Trpc5"
"Clstn3"	1.37112844299065e-10	0.253129876102748	0.209	0.098	3.48307758372914e-06	"E5Parm1"	"Clstn3"
"Atp5g3"	1.55984367071294e-10	0.257028872164358	0.136	0.054	3.96247087671208e-06	"E5Parm1"	"Atp5g3"
"Psme4"	1.56878382310085e-10	0.25336116677261	0.432	0.258	3.9851815458231e-06	"E5Parm1"	"Psme4"
"Ssbp3"	1.84855887456657e-10	0.275170501815095	0.18	0.081	4.69589410906146e-06	"E5Parm1"	"Ssbp3"
"Tub"	1.85067550885559e-10	0.301129744273056	0.328	0.182	4.70127099514586e-06	"E5Parm1"	"Tub"
"Elavl2"	2.05965754826896e-10	0.310834530507417	0.229	0.113	5.23214806986763e-06	"E5Parm1"	"Elavl2"
"Fmn1"	2.68696488335044e-10	0.258306142534603	0.31	0.17	6.82569689317512e-06	"E5Parm1"	"Fmn1"
"Reep1"	2.94417552406634e-10	0.275143735666222	0.319	0.176	7.47908908378572e-06	"E5Parm1"	"Reep1"
"Sars"	4.58771813920144e-10	0.267761468077982	0.38	0.224	1.16541803890134e-05	"E5Parm1"	"Sars"
"Atp1b1"	6.03712515281138e-10	0.258486879424439	0.438	0.265	1.53361090256867e-05	"E5Parm1"	"Atp1b1"
"Stxbp6"	1.46225595361294e-09	0.278792057597714	0.267	0.144	3.71456879896296e-05	"E5Parm1"	"Stxbp6"
"Eno2"	2.90189997256144e-09	0.267868412376197	0.423	0.258	7.37169650029782e-05	"E5Parm1"	"Eno2"
"Gm3294"	3.03760136010953e-09	0.258146371549922	0.191	0.092	7.71641873508623e-05	"E5Parm1"	"Gm3294"
"Dpyd"	5.49343551650368e-09	0.265473594313181	0.194	0.095	0.000139549742425743	"E5Parm1"	"Dpyd"
"Acss2"	7.33277556523685e-09	0.257956992664235	0.203	0.102	0.000186274497683712	"E5Parm1"	"Acss2"
"Atp2b3"	7.99307930575516e-09	0.25153690149772	0.177	0.085	0.000203048193604098	"E5Parm1"	"Atp2b3"
"Rab26"	9.02499419675894e-09	0.252649872751895	0.261	0.142	0.000229261927580267	"E5Parm1"	"Rab26"
"Ppfia41"	6.42228451540279e-08	0.251414238948098	0.136	0.062	0.00163145293544777	"E5Parm1"	"Ppfia4"
"Atp1a2"	0	2.7616006266465	0.779	0.043	0	"Ast"	"Atp1a2"
"Slc1a3"	0	2.7252400121837	0.707	0.038	0	"Ast"	"Slc1a3"
"Gpc5"	0	2.68723825268038	0.903	0.216	0	"Ast"	"Gpc5"
"Ntsr2"	0	2.66828113802316	0.631	0.024	0	"Ast"	"Ntsr2"
